hotel,is_canceled,lead_time,arrival_date_year,arrival_date_month,arrival_date_week_number,arrival_date_day_of_month,stays_in_weekend_nights,stays_in_week_nights,adults,children,babies,meal,country,market_segment,distribution_channel,is_repeated_guest,previous_cancellations,previous_bookings_not_canceled,reserved_room_type,assigned_room_type,booking_changes,deposit_type,agent,days_in_waiting_list,customer_type,adr,required_car_parking_spaces,total_of_special_requests,reservation_status,reservation_status_date
Resort Hotel,0,1,2015,July,27,4,1,1,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,114.5,0,0,Check-Out,2015-07-06
City Hotel,1,107,2016,April,16,14,0,3,2,0.0,0,BB,IRL,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,102.3,0,1,Canceled,2016-03-08
City Hotel,0,74,2016,March,13,20,2,2,2,0.0,0,BB,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,82.45,0,1,Check-Out,2016-03-24
City Hotel,0,133,2017,April,16,19,0,4,2,0.0,0,BB,ISL,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,390.0,0,Transient-Party,124.0,0,0,Check-Out,2017-04-23
City Hotel,0,0,2015,August,34,18,0,1,1,0.0,0,SC,AGO,Direct,Direct,0,0,0,D,D,0,No Deposit,,0,Transient,100.0,0,0,Check-Out,2015-08-19
City Hotel,1,277,2016,November,46,7,1,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,0,0,A,A,0,Non Refund,,0,Transient,100.0,0,0,Canceled,2016-04-04
City Hotel,0,2,2016,August,33,13,0,1,2,1.0,0,BB,PRT,Direct,Direct,0,0,0,D,D,0,No Deposit,14.0,0,Transient,175.65,0,2,Check-Out,2016-08-14
Resort Hotel,0,2,2017,May,19,7,2,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,B,0,No Deposit,240.0,0,Transient,79.5,1,1,Check-Out,2017-05-09
Resort Hotel,0,152,2016,September,40,26,2,5,1,0.0,0,HB,GBR,Groups,TA/TO,0,0,0,A,A,0,No Deposit,253.0,0,Transient-Party,48.5,0,0,Check-Out,2016-10-03
City Hotel,0,44,2016,June,26,19,1,0,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,C,0,No Deposit,7.0,0,Transient,99.1,0,1,Check-Out,2016-06-20
Resort Hotel,0,178,2016,July,29,11,1,3,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,250.0,0,Transient,102.9,1,0,Check-Out,2016-07-15
City Hotel,1,71,2016,June,25,14,0,3,1,0.0,0,BB,PRT,Offline TA/TO,TA/TO,0,0,0,A,A,0,Non Refund,236.0,0,Transient,120.0,0,0,Canceled,2016-04-27
City Hotel,0,13,2016,June,26,20,1,3,2,0.0,0,BB,HRV,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,131.0,0,1,Check-Out,2016-06-24
City Hotel,0,1,2017,February,5,2,0,1,1,0.0,0,BB,PRT,Direct,Direct,1,1,6,E,E,1,No Deposit,,0,Transient,110.0,0,0,Check-Out,2017-02-03
Resort Hotel,0,1,2016,May,19,2,1,0,2,0.0,0,HB,PRT,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,240.0,0,Transient,90.0,0,0,Check-Out,2016-05-03
City Hotel,0,130,2016,September,40,29,0,3,2,0.0,0,BB,NLD,Online TA,TA/TO,0,0,0,D,D,1,No Deposit,9.0,0,Transient,139.5,0,2,Check-Out,2016-10-02
City Hotel,1,265,2015,July,28,9,0,2,2,0.0,0,BB,PRT,Groups,TA/TO,0,1,0,A,A,0,No Deposit,1.0,0,Contract,62.0,0,0,Canceled,2015-01-01
City Hotel,1,10,2017,February,7,16,0,3,2,0.0,0,SC,ITA,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,9.0,0,Transient,98.0,0,0,Canceled,2017-02-06
Resort Hotel,1,101,2015,September,38,18,1,2,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,83.0,0,0,Canceled,2015-08-18
City Hotel,0,97,2015,December,53,28,1,3,2,0.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,15.0,0,Transient,53.38,0,0,Check-Out,2016-01-01
City Hotel,0,48,2017,February,8,22,0,2,1,0.0,0,BB,ESP,Groups,TA/TO,0,0,0,A,A,0,No Deposit,,0,Transient-Party,65.0,0,1,Check-Out,2017-02-24
Resort Hotel,0,69,2017,July,28,14,2,5,2,0.0,0,BB,ESP,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,177.0,0,Transient,160.0,1,0,Check-Out,2017-07-21
City Hotel,1,184,2016,October,42,12,0,1,2,0.0,0,SC,FRA,Online TA,TA/TO,0,0,0,A,B,1,No Deposit,9.0,0,Transient,98.1,0,0,Canceled,2016-10-07
City Hotel,0,67,2015,December,49,5,2,1,2,1.0,0,SC,PRT,Online TA,TA/TO,0,0,0,A,D,0,No Deposit,8.0,0,Transient,112.9,0,3,Check-Out,2015-12-08
Resort Hotel,1,38,2015,August,33,10,2,5,2,0.0,0,BB,PRT,Online TA,TA/TO,0,0,0,A,A,0,No Deposit,240.0,0,Transient,185.57,0,2,Canceled,2015-07-14
Resort Hotel,0,107,2015,August,33,10,1,2,2,0.0,0,BB,PRT,Direct,Direct,0,0,0,A,A,0,No Deposit,,0,Transient-Party,134.0,0,1,Check-Out,2015-08-13
City Hotel,1,19,2016,December,53,30,0,1,2,0.0,0,BB,GBR,Online TA,TA/TO,0,0,0,D,D,0,No Deposit,9.0,0,Transient,148.0,0,0,Canceled,2016-12-15
City Hotel,0,78,2017,May,22,28,2,2,2,0.0,0,BB,GBR,Offline TA/TO,TA/TO,0,0,0,A,A,0,No Deposit,22.0,0,Transient,89.1,0,1,Check-Out,2017-06-01
